record_id,region_code,country_name,country_code,survey_acronym,reporting_year,reporting_level,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
508,OHI,Germany,DEU,GSOEP-LIS,1993,national,national,1993,income,2,"1991 - 2019",2.15,0,0,0,0,52.14340362,44.68974954,0.135750833,0.285415421,0.245883906,0.037049812,0.052920209,0.062572846,0.071364837,0.080788297,0.091422623,0.105625047,0.122847407,0.147550688,0.227858233,1.378176048,0.787180305,81156363,30615.14021,17726.77506,0,micro,survey
509,OHI,Denmark,DNK,EU-SILC,2008,national,national,2008,income,1,"2003 - 2020",2.15,0.001132106,0.000698,0.000531,0.002426073,54.99869257,49.23779936,0.118921548,0.252465008,0.200274858,0.039451114,0.058948587,0.068654187,0.076736671,0.085194497,0.094373193,0.105018409,0.11977137,0.141421919,0.210430054,0.888149288,7.891044617,5493621,53345.35762,25565.73726,0,micro,survey
510,OHI,Cyprus,CYP,EU-SILC,2017,national,national,2017,income,0,"2004 - 2020",2.15,0.000328,0.00012,0.0000489,0.000162,47.56426984,39.6360563,0.164716366,0.31416234,0.25114046,0.034405672,0.049106228,0.059840686,0.068892606,0.078358913,0.088876106,0.100723393,0.118116082,0.146844874,0.254835441,1,0.668168366,1208523,26101.28516,17184.38672,0,micro,survey
511,OHI,Denmark,DNK,EU-SILC,2009,national,national,2009,income,1,"2003 - 2020",2.15,0.004947751,0.001341125,0.000947,0.00482569,55.80272241,49.86184081,0.140788579,0.267015601,0.207826709,0.0350064,0.057119131,0.067345398,0.075883157,0.08472218,0.094139849,0.104794988,0.120330495,0.142862559,0.217795843,0.899737021,7.891044617,5523095,50457.23249,24556.54273,0,micro,survey
512,LAC,"Costa Rica",CRI,EHPM,1998,national,national,1998,income,1,"1989 - 2000",2.15,0.052241964,0.024949348,0.017892275,0.019992512,13.96975697,9.675799337,0.376954834,0.456672232,0.425246345,0.013614035,0.029676907,0.040463334,0.051096814,0.063332848,0.077183073,0.095345907,0.121160083,0.167930931,0.340196068,0.249723228,372.669281,3821421,7355.153636,4699.29943,0,micro,survey
513,OHI,Germany,DEU,GSOEP-LIS,1994,national,national,1994,income,2,"1991 - 2019",2.15,0.001976682,0.001282721,0.000832,0.002069109,51.0624796,44.6921515,0.149796363,0.29159416,0.246179685,0.033748513,0.051441328,0.061999479,0.071488417,0.081790572,0.093514361,0.10605896,0.123136417,0.147389476,0.229432478,1.415291099,0.787180305,81438348,31238.87906,17914.3573,0,micro,survey
514,OHI,Cyprus,CYP,EU-SILC,2018,national,national,2018,income,0,"2004 - 2020",2.15,0.000165,0.000165,0.000165,0,51.21248753,41.38229273,0.181107268,0.32739861,0.252734683,0.034605092,0.049199529,0.05801212,0.067011382,0.076487184,0.085981143,0.09896509,0.115530648,0.14237101,0.271836804,1.01435493,0.668168366,1218831,27241.11523,17845.47656,0,micro,survey
515,OHI,Denmark,DNK,EU-SILC,2010,national,national,2010,income,1,"2003 - 2020",2.15,0.000573,0.000021,0.000000773,0.0000214,58.56977405,51.45856076,0.130061604,0.271985592,0.210268367,0.037067235,0.05595527,0.065960868,0.075306709,0.083533349,0.092621825,0.10373917,0.118940556,0.141546692,0.225328327,0.920529273,7.891044617,5547683,51173.46616,24639.27927,0,micro,survey
516,OHI,Germany,DEU,GSOEP-LIS,1995,national,national,1995,income,2,"1991 - 2019",2.15,0.002479206,0.001687962,0.001149245,0.002831469,51.55844256,45.29773569,0.146506696,0.286659724,0.23659462,0.034068993,0.052398634,0.062894311,0.072814202,0.082600594,0.093212733,0.105625775,0.122483115,0.147027742,0.226873901,1.439438254,0.787180305,81678051,31628.15981,18138.3222,0,micro,survey
517,OHI,Denmark,DNK,EU-SILC,2011,national,national,2011,income,1,"2003 - 2020",2.15,0,0,0,0,57.63593867,50.25357488,0.132559755,0.273117461,0.213959421,0.037184066,0.05639584,0.066033754,0.074376417,0.082852227,0.092555786,0.103910172,0.118712068,0.140848421,0.22713125,0.945923751,7.891044617,5570572,51644.46351,24605.70636,0,micro,survey
518,OHI,Denmark,DNK,EU-SILC,2012,national,national,2012,income,1,"2003 - 2020",2.15,0,0,0,0,57.29247651,49.75930408,0.141831202,0.277907505,0.212240927,0.03653389,0.056699379,0.0658365,0.073685737,0.08221261,0.091719126,0.102462679,0.118198192,0.141294163,0.231357723,0.968606196,7.891044617,5591572,51567.04015,24638.90737,0,micro,survey
519,LAC,"Costa Rica",CRI,EHPM,1999,national,national,1999,income,1,"1989 - 2000",2.15,0.068184239,0.03141243,0.022031512,0.028619487,13.60889928,9.177522135,0.414679319,0.476653323,0.438338314,0.01163427,0.027712685,0.038641759,0.049212313,0.06064228,0.074394757,0.09213788,0.119161118,0.167690832,0.358772107,0.27235605,372.669281,3901430,7507.965381,4683.194399,0,micro,survey
520,OHI,Cyprus,CYP,EU-SILC,2019,national,national,2019,income,0,"2004 - 2020",2.15,0.001538318,0.001538318,0.001538318,0,51.57456357,43.20332674,0.166371957,0.312242271,0.245948441,0.034961746,0.050174727,0.059777136,0.068635547,0.078826643,0.088603141,0.100404463,0.117956983,0.145769564,0.25489005,1.016894609,0.668168366,1228836,28360.03125,18283.68164,0,micro,survey
521,OHI,Germany,DEU,GSOEP-LIS,1996,national,national,1996,income,2,"1991 - 2019",2.15,0,0,0,0,52.09232397,45.78361116,0.132594727,0.280209026,0.235209577,0.036533206,0.053080923,0.063295801,0.072897476,0.08248074,0.093154235,0.105616802,0.122253456,0.147611332,0.22307603,1.460306149,0.787180305,81914831,31790.86686,18374.65847,0,micro,survey
522,OHI,Denmark,DNK,EU-SILC,2013,national,national,2013,income,1,"2003 - 2020",2.15,0.003109156,0.002741305,0.0025502,0.014776249,58.68782517,50.61714993,0.162776719,0.285437629,0.216837645,0.035621392,0.055333893,0.064793569,0.073020945,0.081800648,0.091116942,0.101827676,0.117563746,0.142043118,0.236878071,0.976249204,7.891044617,5614932,51831.79793,24604.95696,0,micro,survey
523,OHI,Cyprus,CYP,EU-SILC,2020,national,national,2020,income,0,"2004 - 2020",2.15,0.000126,0.0000762,0.0000472,0.00012,52.92831589,43.55058637,0.169268671,0.317279431,0.248410365,0.035434887,0.049904577,0.059955034,0.068190387,0.07688564,0.087704134,0.100140213,0.115523992,0.143263404,0.262997731,1.010402486,0.668168366,1237537,26814.32227,16844.26758,0,micro,survey
524,LAC,"Costa Rica",CRI,EHPM,2000,national,national,2000,income,1,"1989 - 2000",2.15,0.069267938,0.033409554,0.024056612,0.036936147,13.4951319,9.173734286,0.420559588,0.474494719,0.438894739,0.011330468,0.027273976,0.038906243,0.049680999,0.060988831,0.07569196,0.09469104,0.120213098,0.164433075,0.356790309,0.304145743,372.669281,3979193,7646.027372,4635.98911,0,micro,survey
525,OHI,Denmark,DNK,EU-SILC,2014,national,national,2014,income,1,"2003 - 2020",2.15,0.002026109,0.000845,0.000573882,0.001444756,59.09234663,51.0124431,0.149618713,0.283528792,0.213555251,0.034475822,0.056449233,0.065695994,0.073773364,0.081768821,0.091140304,0.102101651,0.117626862,0.141332811,0.235635137,0.98175544,7.891044617,5643475,52404.76397,24703.62812,0,micro,survey
526,OHI,Germany,DEU,GSOEP-LIS,1997,national,national,1997,income,2,"1991 - 2019",2.15,0,0,0,0,51.43629275,45.12673081,0.136240797,0.283327241,0.241619099,0.03579741,0.052572999,0.063084241,0.072063191,0.081897208,0.093403103,0.106061036,0.122874458,0.148251997,0.223994357,1.488626882,0.787180305,82034771,32313.29707,18484.37771,0,micro,survey
527,OHI,Denmark,DNK,EU-SILC,2015,national,NULL,2015,income,1,"2003 - 2020",2.15,0.001754259,0.001401925,0.001164966,0.002320032,59.66393108,51.13212344,0.149041131,0.281774465,0.210438185,0.037268223,0.05677007,0.06570123,0.073155069,0.081140222,0.090617897,0.101576568,0.116541269,0.138917744,0.238311707,0.986193325,7.891044617,5683483,53254.85637,25089.14338,0,micro,survey
528,ECA,"Czech Republic",CZE,MC-LIS,1992,national,national,1992,income,0,"1992 - 2002",2.15,0,0,0,0,18.43147316,16.96317226,0.073411506,0.207032835,0.150904751,0.051162085,0.065799518,0.074558825,0.081808592,0.088488871,0.095367177,0.103339396,0.113570708,0.130129683,0.195775144,0.349569032,13.65135384,10319123,10238.24768,4788.598206,0,micro,survey
529,OHI,Germany,DEU,GSOEP-LIS,1998,national,national,1998,income,2,"1991 - 2019",2.15,0,0,0,0,53.00756137,46.2275021,0.133118249,0.281482764,0.242230364,0.036326812,0.053244645,0.063111088,0.072210994,0.081676066,0.093100741,0.105942699,0.123293423,0.148390379,0.222703153,1.502191082,0.787180305,82047195,32959.07357,18748.20249,0,micro,survey
530,OHI,Denmark,DNK,EU-SILC,2016,national,national,2016,income,1,"2003 - 2020",2.15,0.00278387,0.002026473,0.001559006,0.00409957,60.66791525,52.61203532,0.149677374,0.281874407,0.211124689,0.0366321,0.055701927,0.065533197,0.073385435,0.082044367,0.09146778,0.102500375,0.117120036,0.138889319,0.236725464,0.988658778,7.891044617,5728010,54556.06895,25497.17553,0,micro,survey
531,ECA,"Czech Republic",CZE,CM,1993,national,national,1993,income,0,"1992 - 2002",2.15,0.000161,0.0000747,0.0000647,0,19.97018405,16.98019463,0.121209235,0.266047934,0.202468751,0.046443407,0.057944499,0.065639482,0.073050342,0.080859657,0.089614454,0.100104524,0.113955616,0.136069698,0.236318322,0.422324943,13.65135384,10329855,10233.94219,4843.125128,0,group,survey
532,LAC,"Costa Rica",CRI,EHPM,2001,national,national,2001,income,2,"2001 - 2009",2.15,0.05094759,0.02302544,0.014857481,0.033472267,18.39495529,11.28370775,0.496382488,0.515150664,0.4869348,0.010551568,0.024077002,0.034301538,0.044032202,0.054800391,0.068750624,0.087117303,0.114287024,0.165091359,0.396990989,0.338454898,372.669281,4053222,7768.438955,4658.32245,0,micro,survey
533,OHI,Denmark,DNK,EU-SILC,2017,national,national,2017,income,1,"2003 - 2020",2.15,0.001409052,0.000888,0.000707,0.001792222,62.13651582,53.34849152,0.147543903,0.287466614,0.217802817,0.036678332,0.054597268,0.064427693,0.072614127,0.081276633,0.090743421,0.101525978,0.117620226,0.140108814,0.240407507,1,7.891044617,5764980,55735.7649,25913.34894,0,micro,survey
534,OHI,Germany,DEU,GSOEP-LIS,1999,national,national,1999,income,2,"1991 - 2019",2.15,0,0,0,0,54.58904168,46.96136826,0.143548292,0.290292103,0.242655644,0.035149065,0.052380654,0.062311942,0.071783019,0.081104052,0.091687556,0.104706173,0.122051528,0.147480598,0.231345413,1.510985399,0.787180305,82100243,33559.39937,19223.4998,0,micro,survey
535,OHI,Denmark,DNK,EU-SILC,2018,national,national,2018,income,1,"2003 - 2020",2.15,0.001701118,0.001425964,0.001391456,0.005786358,62.73976589,54.51018577,0.14621924,0.281663362,0.215956902,0.037190435,0.05549971,0.065096828,0.07274933,0.081806047,0.091616571,0.10199692,0.117456784,0.141513758,0.235073617,1.008136099,7.891044617,5793636,56563.48847,26685.06236,0,micro,survey
536,LAC,"Costa Rica",CRI,EHPM,2002,national,national,2002,income,2,"2001 - 2009",2.15,0.046752875,0.022047174,0.014637554,0.028372573,18.69438398,11.29233235,0.496403613,0.518236307,0.481836426,0.01105407,0.024360675,0.034126672,0.043921511,0.054668402,0.06769072,0.084929951,0.112021966,0.162890512,0.40433552,0.368815484,372.669281,4122623,7898.633138,4833.196109,0,micro,survey
537,ECA,"Czech Republic",CZE,MC-LIS,1996,national,national,1996,income,0,"1992 - 2002",2.15,0,0,0,0,22.60821129,20.0420976,0.114105061,0.257990097,0.191345825,0.040355232,0.057987073,0.068435013,0.077144578,0.08472825,0.092574798,0.102452352,0.116336754,0.13860019,0.221385761,0.550868697,13.65135384,10315241,11711.31541,5678.353618,0,micro,survey
538,OHI,Denmark,DNK,EU-SILC,2019,national,national,2019,income,1,"2003 - 2020",2.15,0.002514072,0.002125015,0.001904684,0.004121373,62.73636134,54.08009925,0.143906722,0.277236462,0.209114636,0.037969934,0.056969247,0.065842173,0.073881284,0.081654825,0.091117018,0.102124202,0.117218923,0.138043169,0.235179224,1.015779107,7.891044617,5814422,57203.02779,27010.25598,0,micro,survey
539,OHI,Germany,DEU,GSOEP-LIS,2000,national,national,2000,income,2,"1991 - 2019",2.15,0,0,0,0,55.4794452,48.08804512,0.140557292,0.287805764,0.240588536,0.035460103,0.052289086,0.062510267,0.072028309,0.081742078,0.09219474,0.105165485,0.122017257,0.147843051,0.228749624,1.532747613,0.787180305,82211508,34490.07577,19513.33047,0,micro,survey
540,ECA,"Czech Republic",CZE,MC-LIS,2002,national,national,2002,income,0,"1992 - 2002",2.15,0,0,0,0,24.97194884,22.19240087,0.118990971,0.265550951,0.195035182,0.039582158,0.055366161,0.066690233,0.077181969,0.085173072,0.092676965,0.10217956,0.116030705,0.139676368,0.225442808,0.748606088,13.65135384,10196916,12959.81748,6552.002988,0,micro,survey
541,OHI,Denmark,DNK,EU-SILC,2020,national,national,2020,income,1,"2003 - 2020",2.15,0.001649913,0.001212686,0.001063202,0.001369093,64.51866426,56.41872386,0.13748801,0.275042692,0.212897928,0.037208993,0.056477005,0.065858951,0.073769951,0.082664979,0.092693952,0.10317847,0.117758493,0.140931624,0.229457583,1.020052582,7.891044617,5831404,55898.79003,26565.86751,0,micro,survey
542,OHI,Germany,DEU,GSOEP-LIS,2001,national,national,2001,income,2,"1991 - 2019",2.15,0,0,0,0,55.53011734,47.08007341,0.151635881,0.299493892,0.248381029,0.034801033,0.051687983,0.061497544,0.070188798,0.079494361,0.090244466,0.103306891,0.120703406,0.148645115,0.239430403,1.563155136,0.787180305,82349925,35011.06846,19713.77967,0,micro,survey
543,LAC,"Dominican Republic",DOM,ENGSLF,1986,national,national,1986,income,0,1986,2.15,0.068689795,0.02267841,0.01158217,0.029650209,13.20191933,9.039928732,0.417154697,0.477807972,0.435532611,0.013764346,0.02546829,0.036960248,0.048782976,0.06156312,0.076203723,0.094300773,0.119385381,0.162519617,0.361051525,0.027230288,24.39057732,6554325,2745.568693,2070.868771,0,group,survey
544,LAC,"Costa Rica",CRI,EHPM,2003,national,national,2003,income,2,"2001 - 2009",2.15,0.047242848,0.020555786,0.01295242,0.02695103,18.32333551,11.7725152,0.453450493,0.493087,0.475904646,0.011410564,0.025248178,0.035874572,0.046513843,0.057989316,0.07234356,0.091812509,0.119173639,0.169641547,0.369992272,0.403802142,372.669281,4188610,8109.824898,4988.643813,0,micro,survey
545,ECA,"Czech Republic",CZE,EU-SILC,2004,national,national,2004,income,1,"2004 - 2020",2.15,0,0,0,0,26.87591661,23.69272791,0.131694192,0.2753318,0.201752077,0.035831937,0.054627931,0.066329989,0.076504957,0.084609848,0.092656042,0.102579104,0.116838257,0.138956489,0.231065447,0.770181843,13.65135384,10197101,14070.28046,7085.396186,0,micro,survey
546,LAC,"Dominican Republic",DOM,ENGSLF,1989,national,national,1989,income,1,1989,2.15,0.174869727,0.049493955,0.018966705,0.063427368,7.841691289,4.877952788,0.447312412,0.504578658,0.456696753,0.016633305,0.025287765,0.034445758,0.044462437,0.055858934,0.069495805,0.087000869,0.112092231,0.156617244,0.398105652,0.062568817,24.39057732,6980033,3027.785425,2467.908694,0,group,survey
547,OHI,Germany,DEU,GSOEP-LIS,2002,national,national,2002,income,2,"1991 - 2019",2.15,0,0,0,0,56.48562788,48.02862664,0.151074304,0.298649917,0.250600332,0.03442023,0.051510143,0.061281111,0.070365045,0.07989643,0.090778701,0.104016296,0.121980601,0.14884234,0.236909103,1.585364509,0.787180305,82488495,34883.05807,19408.99747,0,micro,survey
548,ECA,"Czech Republic",CZE,EU-SILC,2005,national,national,2005,income,1,"2004 - 2020",2.15,0.0000493,0.0000243,0.0000231,0.0000013,27.59520057,24.50722624,0.12554203,0.269460429,0.192098742,0.037688298,0.055132555,0.067255298,0.077369659,0.085186039,0.092548288,0.101979627,0.115379098,0.138067049,0.229394088,0.78448489,13.65135384,10211216,14978.41319,7328.728074,0,micro,survey
549,LAC,"Dominican Republic",DOM,ICS,1992,national,national,1992,income,2,1992,2.15,0.076256641,0.021423751,0.010037134,0.025923484,10.69269574,6.516105568,0.467036681,0.513597609,0.421264789,0.016087885,0.027017555,0.035770552,0.044924686,0.055221056,0.067497038,0.083198458,0.1055836,0.145222573,0.419476598,0.145041452,24.39057732,7427340,3020.359445,2454.450162,0,group,survey
550,LAC,"Costa Rica",CRI,EHPM,2004,national,national,2004,income,2,"2001 - 2009",2.15,0.046634713,0.018490118,0.011331149,0.027141438,17.1284228,11.17263757,0.431838679,0.484239382,0.457392401,0.012776526,0.027003852,0.03727197,0.04742509,0.058847018,0.072466763,0.090836654,0.119546803,0.16805834,0.365766983,0.454022023,372.669281,4252800,8340.829853,5038.845981,0,micro,survey
551,LAC,"Dominican Republic",DOM,ENFT,1996,national,national,1996,income,3,"1996 - 1997",2.15,0.064501472,0.023739174,0.013679377,0.029725168,11.83283203,7.946931666,0.401282497,0.474344406,0.4256908,0.014728599,0.028285523,0.038606029,0.048900394,0.060900165,0.073984299,0.090947018,0.116452007,0.162201185,0.364994782,0.192789789,24.39057732,8012314,3454.408693,2606.13956,0,micro,survey
552,OHI,Germany,DEU,GSOEP-LIS,2003,national,national,2003,income,2,"1991 - 2019",2.15,0,0,0,0,56.06243715,47.85557363,0.154446304,0.298932321,0.242512368,0.033967714,0.051307773,0.062012684,0.071066224,0.080587317,0.090767375,0.103202225,0.120379418,0.147829624,0.238879647,0.81897986,0.787180305,82534176,34619.66407,19480.14063,0,micro,survey
553,ECA,"Czech Republic",CZE,EU-SILC,2006,national,national,2006,income,1,"2004 - 2020",2.15,0.000658,0.000241,0.000108,0.000255,29.11702089,25.76499319,0.124143644,0.267441556,0.195615417,0.03725098,0.055922039,0.067676445,0.077219275,0.084946347,0.092544144,0.102737399,0.116262873,0.139237583,0.226202916,0.804363652,13.65135384,10238905,15948.74529,7583.116266,0,micro,survey
554,LAC,"Dominican Republic",DOM,ENFT,1997,national,national,1997,income,3,"1996 - 1997",2.15,0.068705067,0.025641123,0.015729581,0.026281021,12.95898062,8.576961134,0.431705444,0.489238581,0.430130185,0.013073631,0.026607906,0.036986306,0.047860126,0.059776427,0.073008866,0.090103054,0.115733416,0.158219872,0.378630395,0.207739575,24.39057732,8150076,3697.763648,2766.261955,0,micro,survey
555,OHI,Germany,DEU,GSOEP-LIS,2004,national,national,2004,income,2,"1991 - 2019",2.15,0,0,0,0,56.65851221,48.24736993,0.154986409,0.30164395,0.249191612,0.034107244,0.051305461,0.061209353,0.070046286,0.079544548,0.090583524,0.103351912,0.121237799,0.148378931,0.240234942,0.8326219,0.787180305,82516260,35034.08061,19609.38051,0,micro,survey
556,ECA,"Czech Republic",CZE,EU-SILC,2007,national,national,2007,income,1,"2004 - 2020",2.15,0.001159026,0.000471,0.000241,0.000594,30.65649095,27.03175985,0.118147704,0.259986894,0.190814864,0.039167481,0.058116806,0.068752037,0.077297431,0.084631306,0.092426676,0.102109895,0.1156746,0.138618214,0.223205554,0.827313173,13.65135384,10298828,16739.17872,7851.090961,0,micro,survey
557,LAC,"Dominican Republic",DOM,ENFT,2000,national,national,2000,income,4,"2000 - 2004",2.15,0.0671443,0.0239993,0.012553381,0.031804735,13.94353864,8.467488581,0.480148327,0.515212021,0.484824036,0.012357885,0.024804977,0.034012624,0.043267068,0.054359878,0.068617997,0.087030384,0.113651012,0.159657567,0.402240608,0.263269766,24.39057732,8540791,4175.171017,2977.404818,0,micro,survey
558,LAC,"Costa Rica",CRI,EHPM,2005,national,NULL,2005,income,2,"2001 - 2009",2.15,0.033339497,0.011909301,0.00669406,0.015602808,17.80416083,11.68554257,0.405841175,0.475137027,0.449704419,0.01445643,0.027930065,0.03810432,0.048589823,0.05959968,0.072911905,0.091350711,0.119008162,0.169199637,0.358849267,0.516436951,372.669281,4315887,8545.747274,5204.304541,0,micro,survey
559,LAC,"Dominican Republic",DOM,ENFT,2001,national,national,2001,income,4,"2000 - 2004",2.15,0.051379632,0.015549321,0.006942883,0.021567616,13.39359848,8.373159364,0.440959968,0.499992259,0.461761875,0.014890983,0.026165269,0.035380072,0.045299957,0.056526725,0.070200397,0.086443198,0.112845075,0.160197322,0.392051003,0.278820584,24.39057732,8669040,4214.573754,2978.45125,0,micro,survey
560,OHI,Germany,DEU,GSOEP-LIS,2005,national,national,2005,income,2,"1991 - 2019",2.15,0,0,0,0,56.76979598,47.54471526,0.168803565,0.315879693,0.258686145,0.032810375,0.049136979,0.05936071,0.068414532,0.078256108,0.089413833,0.102296947,0.119543609,0.149420596,0.25134631,0.845501787,0.787180305,82469422,35310.47047,19769.32112,0,micro,survey
561,ECA,"Czech Republic",CZE,EU-SILC,2008,national,national,2008,income,1,"2004 - 2020",2.15,0.000328,0.000193,0.00013,0.00019,31.41051003,27.59586909,0.121959477,0.262802722,0.187017396,0.039160435,0.058677225,0.068888805,0.07695637,0.083856828,0.091838751,0.101262105,0.114389024,0.136125563,0.228844895,0.879919188,13.65135384,10384603,17046.88503,8019.416753,0,micro,survey
562,LAC,"Dominican Republic",DOM,ENFT,2002,national,national,2002,income,4,"2000 - 2004",2.15,0.076143243,0.025501443,0.013481416,0.034741983,13.00403572,8.314103224,0.448199454,0.496775186,0.459225347,0.012707255,0.025175487,0.035865815,0.046620148,0.05786094,0.071932197,0.090195582,0.115699437,0.160618655,0.383324484,0.29383597,24.39057732,8795101,4340.899929,3045.573984,0,micro,survey
563,LAC,"Costa Rica",CRI,EHPM,2006,national,national,2006,income,2,"2001 - 2009",2.15,0.033378455,0.012989057,0.007717215,0.016524732,18.53105075,11.72943886,0.436060056,0.492852664,0.454920281,0.013783949,0.027339471,0.036861273,0.04651165,0.057092926,0.070541449,0.087320678,0.113548358,0.164223332,0.382776913,0.578544886,372.669281,4378172,9041.386796,5394.927102,0,micro,survey
564,OHI,Germany,DEU,GSOEP-LIS,2006,national,national,2006,income,2,"1991 - 2019",2.15,0,0,0,0,57.20011517,47.92011595,0.162120428,0.310419587,0.257037536,0.033420891,0.05005061,0.060058854,0.068925364,0.078567255,0.089185728,0.102879918,0.1208926,0.149329938,0.246688841,0.858839007,0.787180305,82376451,36699.44678,20057.19109,0,micro,survey
565,ECA,"Czech Republic",CZE,EU-SILC,2009,national,national,2009,income,1,"2004 - 2020",2.15,0.00012,0.000044,0.0000168,0.0000556,31.86532663,28.18085681,0.119902213,0.261566746,0.192269442,0.038332656,0.05791492,0.068731322,0.07722561,0.084530673,0.092849532,0.102535003,0.11612983,0.138073311,0.223677143,0.888888889,13.65135384,10443936,16160.62056,7936.268314,0,micro,survey
566,OHI,Germany,DEU,GSOEP-LIS,2007,national,national,2007,income,2,"1991 - 2019",2.15,0,0,0,0,57.98944479,48.56301595,0.163857492,0.311454473,0.252859128,0.034178524,0.04986237,0.059899675,0.068857121,0.078600312,0.089389243,0.102045136,0.119401439,0.147014995,0.250751185,0.878578078,0.787180305,82266372,37842.35779,20036.4675,0,micro,survey
567,LAC,"Dominican Republic",DOM,ENFT,2003,national,national,2003,income,4,"2000 - 2004",2.15,0.086978016,0.029390413,0.015092669,0.040172031,11.5952509,6.934569171,0.484954764,0.52127291,0.467858451,0.013191164,0.025001804,0.034188961,0.043136359,0.054114399,0.066875265,0.084442794,0.108093317,0.153473734,0.417482203,0.391214821,24.39057732,8919852,4222.59033,2924.51726,0,micro,survey
568,OHI,Germany,DEU,GSOEP-LIS,2008,national,national,2008,income,2,"1991 - 2019",2.15,0,0,0,0,57.79535077,48.47092524,0.162685715,0.309044437,0.255195529,0.033992658,0.050177383,0.059980824,0.069065427,0.078820364,0.089569967,0.102986373,0.120638085,0.148267108,0.246501809,0.901670447,0.787180305,82110097,38278.31301,20141.74798,0,micro,survey
569,LAC,"Dominican Republic",DOM,ENFT,2004,national,national,2004,income,4,"2000 - 2004",2.15,0.116073107,0.03635686,0.017280603,0.049898309,9.876797065,5.88457889,0.480655317,0.520562049,0.465438383,0.013978132,0.024862745,0.034214663,0.043431762,0.054006322,0.066477009,0.083541301,0.10812957,0.154312171,0.417046325,0.578569589,24.39057732,9043127,4272.075225,2963.085133,0,micro,survey
570,LAC,"Costa Rica",CRI,EHPM,2007,national,national,2007,income,2,"2001 - 2009",2.15,0.01820663,0.007264723,0.004309852,0.010667988,20.63209124,12.94221196,0.430040696,0.493142999,0.439973942,0.015335094,0.027943336,0.037357032,0.046873479,0.056966059,0.06902275,0.085409312,0.111115223,0.160931797,0.389045917,0.629188206,372.669281,4440019,9647.860895,5727.934748,0,micro,survey
571,ECA,"Czech Republic",CZE,EU-SILC,2010,national,national,2010,income,1,"2004 - 2020",2.15,0.000362,0.000108,0.0000362,0.000133,31.80845821,28.19305016,0.123196986,0.266235138,0.198042797,0.037122522,0.056632127,0.068057212,0.07679181,0.084403622,0.092879235,0.102702378,0.117017841,0.139903568,0.224489685,0.901979818,13.65135384,10474410,16505.9537,8020.522819,0,micro,survey
572,OHI,Germany,DEU,GSOEP-LIS,2009,national,national,2009,income,2,"1991 - 2019",2.15,0,0,0,0,57.86112368,49.22159726,0.157294521,0.304794277,0.253232264,0.033413109,0.050085146,0.060418604,0.069898533,0.079990334,0.090325189,0.103947217,0.122490251,0.149212177,0.240219439,0.904490295,0.787180305,81902307,36190.39289,20175.47655,0,micro,survey
573,ECA,"Czech Republic",CZE,EU-SILC,2011,national,national,2011,income,1,"2004 - 2020",2.15,0.000461,0.00021,0.000156,0.0005,31.77458848,28.46446274,0.121754912,0.263813431,0.193569119,0.036963775,0.056419967,0.068412067,0.077483734,0.085502968,0.093568441,0.10304379,0.116729216,0.139486572,0.22238947,0.919272765,13.65135384,10496088,16761.82731,8035.422827,0,micro,survey
574,LAC,"Dominican Republic",DOM,ENFT,2005,national,national,2005,income,5,"2005 - 2016",2.15,0.074095428,0.022848941,0.010502109,0.030768566,11.4026817,7.087676155,0.440663355,0.499682092,0.460141779,0.014857997,0.026166615,0.035614194,0.045622739,0.056402172,0.069316421,0.087112422,0.112189508,0.163199957,0.389517973,0.602966681,24.39057732,9164768,4612.808741,3292.168483,0,micro,survey
575,LAC,"Costa Rica",CRI,EHPM,2008,national,national,2008,income,2,"2001 - 2009",2.15,0.024206099,0.00969062,0.006125732,0.010938352,20.77750163,13.1983424,0.420911552,0.48645482,0.450403327,0.015009819,0.028218091,0.037903575,0.046784753,0.057344379,0.07066489,0.088543383,0.114203569,0.164706932,0.376620609,0.718343315,372.669281,4501921,9966.048441,5985.402354,0,micro,survey
576,OHI,Germany,DEU,GSOEP-LIS,2010,national,national,2010,income,2,"1991 - 2019",2.15,0,0,0,0,58.09774181,49.47057272,0.154921775,0.302528805,0.250872232,0.034065224,0.050147434,0.060763826,0.07026077,0.080150283,0.090893892,0.103985215,0.121237882,0.148177268,0.240318206,0.914474146,0.787180305,81776930,37760.91363,20349.94791,0,micro,survey
577,LAC,"Dominican Republic",DOM,ENFT,2006,national,national,2006,income,5,"2005 - 2016",2.15,0.06255223,0.017405368,0.007709509,0.023273092,12.99894534,7.735560632,0.477002132,0.51963103,0.478098718,0.014371289,0.02505753,0.033712485,0.042920209,0.053029158,0.067089275,0.084131446,0.109667109,0.158074788,0.411946712,0.631484274,24.39057732,9284168,4971.238158,3544.676123,0,micro,survey
578,OHI,Germany,DEU,GSOEP-LIS,2011,national,national,2011,income,2,"1991 - 2019",2.15,0,0,0,0,58.46882501,49.30550014,0.158460481,0.306680315,0.25176006,0.03420742,0.050181318,0.060442821,0.069599168,0.079221216,0.089746839,0.103021395,0.120544565,0.147824856,0.245210402,0.933451061,0.787180305,80274983,39977.34171,21113.9824,0,micro,survey
